Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait descriptio,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method descriptio,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_358:0001080,SCF_M_pct,SCF %,QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000138,Seed coat fragment,Quality,Seed coat fragments (SCFs) are the parts of a seed coat that have been broken from the surface of either mature or immature seeds during mechanical processing,,SCF,,Seed coat,Fragment,,,CO_358:0000139,SCF - AFIS Measurement,Measurement,Seed coat fragments (SCFs) are the parts of a seed coat that have been broken from the surface of either mature or immature seeds during mechanical processing measured by AFIS,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001081,GTO_M_pct,GTO (%),Trial/Germplasm/QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000141,Gin turnout,Quality,Gin turnout percentage is a simple measurement of the weight ratio of lint to seed cotton harvested from ginning,,GTO,,Fiber,Gin turnout,,,CO_358:0000142,GTO - Computation,Measurement,GTO (gin turnout) is the ratio of lint to seed cotton harvested from ginning,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001082,AAGly_M_pct,glycine (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000144,Seed glycine content,Biochemical,The amount of total cotton seed protein that is composed of glycine,,AAGLY,,Seed,Glycine content,,,CO_358:0000145,AAGly - Measurement,Measurement,Standard method for seed glycine content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001083,AAIle_M_pct,isoleucine (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000158,Seed isoleucine content,Biochemical,The amount of total cotton seed protein that is composed of isoleucine,,AAILE,,Seed,Isoleucine content,,,CO_358:0000159,AAIle - Measurement,Measurement,Standard method for seed isoleucine content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001084,AALeu_M_pct,leucine (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000161,Seed leucine content,Biochemical,The amount of total cotton seed protein that is composed of leucine,,AALEU,,Seed,Leucine content,,,CO_358:0000162,AALEU - Measurement,Measurement,Standard method for seed leucine content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001085,FALin_M_pct,linolenic acid (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000164,Seed linolenic acid content,Biochemical,The amount of total cotton seed oil that is composed of linolenic acid (omega-3 fatty acid),,FALIN,,Seed,Linolenic acid content,,,CO_358:0000165,FALIN - Measurement,Measurement,Standard method for seed linolenic acid content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001086,FIM_M_pct,FIM (%),Trial/QTL evaluation,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000167,Fiber immature content,Quality,The immaturity ratio is a dimensionless number which describes a physical characteristic of the fiber cross section,,FIM,,Fiber,Maturity,,,CO_358:0000168,FIM - AFIS Measurement,Measurement,"FIM (%), an AFIS measurement on Immature fiber content by weight (=Arealometer I)",,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001087,SNC_M_pct,SNC (%),Variety test,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000170,Seed nitrogen content,Biochemical,Percentage of nitrogen by weight in of the mass of fuzzy seeds,,SNC,,Seed,Nitrogen content,,,CO_358:0000171,SNC - Measurement,Measurement,The nitrogen in fuzzy seeds as determined by AOCS Method Ba 4-38,,NCVT,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001088,SP_M_pct,SP (%),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000186,Seed percent,Agronomic,"Seed Percentage (SP). It is determined from ginning boll samples, and is close to being the reciprocal of lint percentage",,SP,,Seed,Percent,,,CO_358:0000187,SP - Measurement,Measurement,"Seed Percentage (SP). It is determined from ginning boll samples, and is close to being the reciprocal of lint percentage",,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001089,CRD_M_pct,Rd (%),"Variety test, Trial/QTL evaluation",,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000192,Reflectance,Quality,"Colorimeter Rd, the percentage of reflectance",,CRD,,Fiber,Reflectance,,,CO_358:0000193,CRD - Nickerson-Hunter Colorimeter Measurement,Measurement,A Measure of the percentage of reflectance on a Nickerson-Hunter Colorimeter. The higher the value the lighter the cotton,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001090,AAArg_M_pct,arginine (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000201,Seed arginine content,Biochemical,The amount of total cotton seed protein that is composed of arginine,,AAARG,,Seed,Seed arginine content,,,CO_358:0000202,AAArg - Measurement,Measurement,Standard method for seed arginine content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001091,AAAsp_M_pct,aspartic acid (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000204,Seed aspartate content,Biochemical,The amount of total cotton seed protein that is composed of aspartate,,AAASP,,Seed,Seed aspartate content,,,CO_358:0000205,AAAsp - Measurement,Measurement,Standard method for seed aspartate content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001092,AASer_M_pct,serine (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000210,Seed serine content,Biochemical,The amount of total cotton seed protein that is composed of serine,,AASER,,Seed,Seed serine content,,,CO_358:0000211,AASER - Measurement,Measurement,Standard method for seed serine content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001093,FASte_M_pct,stearic acid (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000213,Seed stearic acid content,Biochemical,The amount of total cotton seed oil that is composed of stearic acid,,FASTE,,Seed,Stearic acid content,,,CO_358:0000214,FASTE - Measurement,Measurement,Standard method for seed stearic acid content (%),,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001094,Area_M_pct,AREA (%),Trial/Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000216,Trash content,Quality,"Trash content is a measure of the non-lint particles (like leaf, bark) in the cotton",,TRASH,,Fiber,Trash content,,,CO_358:0000217,Area - HVI Measurement,Measurement,"AREA is an HVI standard measurement, is given as the percentage of surface area occupied by trash when a cotton sample is scanned by a camera",,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001095,AAVal_M_pct,valine (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000222,Seed valine content,Biochemical,The amount of total cotton seed protein that is composed of valine,,AAVAL,,Seed,Valine content,,,CO_358:0000223,AAVAL - Measurement,Measurement,Standard method for seed valine content (%),,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001096,LVFM_M_pct,LVFM (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000237,Lint visible foreign matter,Quality,Foreign matter is mechanically separated from lint and reported by weight as visible waste content,,LVFM,,Fiber,Visible foreign matter,,,CO_358:0000238,LVFM - AFIS Measurement,Measurement,"LVFM (%), an AFIS measurement on lint visible foreign matter content",,https://naldc.nal.usda.gov/download/CAT87209071/PDF,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001097,WASTE_M_pct,waste (%),Variety test,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000240,Waste,Quality,"The difference in mass, expressed as a percentage of the fed stock and delivered stock",,WASTE,,Yarn?,Waste,,,CO_358:0000241,WASTE - Measurement,Measurement,Waste percentage as reported is the percentage of material removed during the carding process,,NCVT,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001098,SOC_M_pct,SOC (%),"Variety test, Trial/QTL evaluation",,"Standard for NCVT, RBTN",,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000043,Seed oil content,Biochemical,Percentage of oil by weight in 10 gram sample of dehulled seeds,,SOC,,Seed,Oil content,,,CO_358:0000243,SOC - Measurement,Measurement,Standard method for seed oil content (%),,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001099,SPC_M_pct100knl,SPC (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000044,Seed protein content,Biochemical,Protein weight per 100 kernels,,SPC,,Seed,Protein content,,,CO_358:0000245,SPC - Measurement,Measurement,Standard method for seed protein content (%),,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001100,SFCHVI_M_pct,SFC HVI (%),"Variety test, Trial/Germplasm/QTL evaluation",,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000046,Short fiber content,Quality,"The percent by weight of short fibers (12.7 mm or less) measured by Suter-Webb array method, or AFIS (Advance Fiber Information System), or the SFI from HVI (High Volume Instrument)",,SFC,,Fiber,Short fiber content,,,CO_358:0000275,SFC - HVI Measurement,Measurement,"SFC-HVI (short fiber content measured by HVI), it is the HVI value of short fiber index (SFI)",,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001101,SDVSdEngN_M_pct,seed energy germinate normal (%),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000045,Seed vigor,Physiological,The Sum total of those properties of the seed which determine the level of activity and performance of the seed or seed lot during germination and seedling emergence,,SDV,,Seed,Vigor,,,CO_358:0000277,SDV - Measurement,Measurement,The energy required for seed germination,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001102,SDVSdEngT_pct,seed energy germinate thermostat (%),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000045,Seed vigor,Physiological,The Sum total of those properties of the seed which determine the level of activity and performance of the seed or seed lot during germination and seedling emergence,,SDV,,Seed,Vigor,,,CO_358:0000279,SDV - Measurement,Measurement,Seed energy reuired for seed germination in thermostat,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001103,VWDI15dInc_Cmp_pct,15 DAI VW incidence (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,Verticillium wilt incidence,,,CO_358:0000293,VWDI - Computation,Computation,Verticillium wilt incidence on is calculated as the ratio between the number of infected plants and the total number of plants,Disease incidence = No. of infected plants x 100 Total no. of plant assessed,Palanga et al.,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001104,VWDIInc_Cmp_pct,VWDI (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,Verticillium wilt incidence,,,CO_358:0000295,VWDI - Computation,Computation,The verticillium wilt disease incidence is calculated as the ratio between the number of infected plants and the total number of plants. OR: Disease incidence = No. of infected plants x 100 Total no. of plant assessed,Disease incidence = No. of infected plants x 100 Total no. of plant assessed,Palanga et al.,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001105,VWDIFlwStgInc_Cmp_pct,fstage VW incidence (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,Verticillium wilt incidence,,,CO_358:0000297,VWDI - Computation,Computation,"Verticillium wilt incidence on is calculated in flowering stage, as the ratio between the number of infected plants and the total number of plants. OR: Disease incidence = No. of infected plants x 100 Total no. of plant assessed",Disease incidence = No. of infected plants x 100 Total no. of plant assessed,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001106,VWDIMat_Cmp_pct,mstage VW incidence (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,Verticillium wilt incidence,,,CO_358:0000299,VWDI - Computation,Computation,"Verticillium wilt incidence on is calculated in plant mature stage, as the ratio between the number of infected plants and the total number of plants. OR: Disease incidence = No. of infected plants x 100 Total no. of plant assessed",Disease incidence = No. of infected plants x 100 Total no. of plant assessed,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001107,VWDISdgInc_Cmp_pct,sstage VW incidence (%),QTL evaluation,Seedling,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,Verticillium wilt incidence,,,CO_358:0000305,VWDI - Computation,Computation,"Verticillium wilt incidence on is calculated in seedling stage, as the ratio between the number of infected plants and the total number of plants. OR: Disease incidence = No. of infected plants x 100 Total no. of plant assessed",Disease incidence = No. of infected plants x 100 Total no. of plant assessed,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001108,FUI_Cmp_pct,FUI (%),"Variety test, Trial/Germplasm/QTL evaluation",,"Standard for NCVT, RBTN, NCGC",,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000016,Fiber uniformity,Quality,The ratio between the mean length and the upper half mean length of the fibers expressed as a percentage,,FU,,Fiber,Uniformity,,,CO_358:0000883,FUI - Computation,Computation,Fiber Uniformity Index is the ratio between the mean length (ML) and the upper half mean length (UHML) of the fibers expressed as a percentage,Uniformity Index=100*ML/UHML,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001109,SGCfr_M_pct,free gossypol (%),Variety test,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000840,Gossypol free content,Biochemical,Free gossypol is expressed as a percentage of the mass of the kernel,,SGCfr,SGC,Seed,Gossypol content,,,CO_358:0000886,SGC_free - Measurement,Measurement,Free gossypol is expressed as a percentage of the mass of the kernel. HPLC Method ,,NCVT,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001110,FV1RKPltSv_Cmp_pct,FOV1-RKN plant survival (%),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000838,Fusarium wilt disease incidence,Biotic stress,"Observe incidence of fusarium wilt disease, caused by the Fusarium wilt fungus (Fusarium oxysporum f. sp. vasinfectum)",,FWDI,,Plant,Fusarium wilt disease incidence,,,CO_358:0000917,FWDI - Computation,Computation,"Percentage of plant survival in a field infested with Fusarium oxysporum f. sp. vasinfectum race 1 and root-knot nematodes.  The percentage of plant survival (PS) was calculated by dividing the total number of surviving plants on each sample date by the initial plant count after plant establishment, and multiplying by 100.",The percentage of plant survival (PS) = number of surviving plants / number of initial plant x 100,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001111,FV4PltSv_Cmp_pct,FOV4 plant survival (%),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000838,Fusarium wilt disease incidence,Biotic stress,"Observe incidence of fusarium wilt disease, caused by the Fusarium wilt fungus (Fusarium oxysporum f. sp. vasinfectum)",,FWDI,,Plant,Fusarium wilt disease incidence,,,CO_358:0000918,FWDI - Computation,Computation,"Percentage of plant survival in a field infested with Fusarium oxysporum f. sp. vasinfectum race 4.  The percentage of plant survival (PS) was calculated by dividing the total number of surviving plants on each sample date by the initial plant count after plant establishment, and multiplying by 100.",The percentage of plant survival (PS) = number of surviving plants / number of initial plant x 101,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001112,TPBDFlw_Cmp_pct,TPBD flower (%),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000858,Tarnished plant bug damage,Biotic stress,Damage caused by tarnished plant bug  (Lygus lineolaris or Lygus hesperus Knight),,TPBD,,Plant,Tarnished plant bug damage,,,CO_358:0000932,TPBD - Computation,Computation,Response to tarnished plant bug was determined by examining white flowers (6 flowers/plot/day for 9 days) for presence of anther damage (damaged flowers),TPBD flower (%) = number of anther damaged flowers / total number of flowers x 100,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001113,FAOle_M_pct,oleic acid (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000177,Seed oleic acid content,Biochemical,The amount of total cotton seed oil that is composed of oleic acid (omega-9 fatty acid),,FAOLE,,Seed,Oleic acid content,,,CO_358:0000941,FAOle - Measurement,Measurement,Standard method for oleic acid content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001114,FAPal_M_pct,palmitic acid (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000180,Seed palmitic acid content,Biochemical,The amount of total cotton seed oil that is composed of palmitic acid (omega-7 fatty acid),,FAPAL,,Seed,Palmitic acid content,,,CO_358:0000942,FAPal - Measurement,Measurement,Standard method for palmitic acid content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001115,AAPhe_M_pct,phenylalanine (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000189,Seed phenylalanine content,Biochemical,The amount of total cotton seed protein that is composed of phenylalanine (amino acid),,AAPHE,,Seed,Phenylalanine content,,,CO_358:0000945,AAPhe - Measurement,Measurement,Standard method for seed  phenylalanine content,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001116,XamSusPlt_Cmp_pct,Xam sus plt (%),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000833,Bacterial blight disease incidence,Biotic stress,Observe incidence of bacterial blight caused by Xanthomonas citri pathovar malvacearum (Xcm) or Xanthomonas axonopodis pv. malvacearum (Xam),,BBDI,,Plant,Bacterial blight disease incidence,,,CO_358:0000976,BBDI - Computation,Computation,The ratio between the number of bacterial blight Xam (Xanthomonas axonopodis pv. Malvacearum) susceptible plants and the total number of plants,Disease incidence = No. of infected plants x 100 Total no. of plant assessed.,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001117,XcmSusPlt_Cmp_pct,Xcm sus plt (%),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000833,Bacterial blight disease incidence,Biotic stress,Observe incidence of bacterial blight caused by Xanthomonas citri pathovar malvacearum (Xcm) or Xanthomonas axonopodis pv. malvacearum (Xam),,BBDI,,Plant,Bacterial blight disease incidence,,,CO_358:0000977,BBDI - Computation,Computation,The ratio between the number of bacterial blight Xcm (Xanthomonas citri subsp. malvacearum) susceptible plants and the total number of plants,Disease incidence = No. of infected plants x 100 Total no. of plant assessed.,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001118,TBBWPtialLY_Cmp_pct,TBBW potential LY (%),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000859,Tobacco budworm plant response,Biotic stress,Plant response to tobacco budworm (Heliothis virescens),,,,Plant,Tobacco budworm plant response,,,CO_358:0000986,Potential LY - Computation,Computation,Tobacco budworm percent of potential yield,Yield = (worm infested yield/worm control yield) * 100,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001119,VWDSIdx_Cmp_pct,VWDS (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000001,Verticillium wilt disease severity,Biotic stress,Verticillium wilt disease severity is the percentage of relevant host tissues or organ covered by symptom or lesion or damaged by the disease. Severity results from the number and size of the lesions,,VWDS,,Plant,Verticillium wilt severity,,,CO_358:0000991,VWDS - Computation,Computation,"Verticillium wilt disease severity (or disease infection index) was calculated according to the formula: DI=[Ʃ(Ni × i)/(N × i)] × 100, Where i is the maximum disease grade, Ni, the number of plants with corresponding disease grade and N the number of total investigated plants",DI=[Ʃ(Ni × i)/(N × i)] × 100,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001120,VWDI30dInc_Cmp_pct,30 DAI VW incidence (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,Verticillium wilt incidence,,,CO_358:0000992,VWDI - Computation,Computation,Verticillium wilt incidence on is calculated as the ratio between the number of infected plants and the total number of plants,Disease incidence = No. of infected plants x 100 Total no. of plant assessed,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001121,VWDS15dIdx_Cmp_pct,15 DAI VW index (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000001,Verticillium wilt disease severity,Biotic stress,Verticillium wilt disease severity is the percentage of relevant host tissues or organ covered by symptom or lesion or damaged by the disease. Severity results from the number and size of the lesions,,VWDS,,Plant,Verticillium wilt severity,,,CO_358:0000993,VWDS - Computation,Computation,"Verticillium wilt severity (or disease infection index) is calculated according to the formula: DI=[Ʃ(Ni × i)/(N × i)] × 100, Where i is the maximum disease grade, Ni, the number of plants with corresponding disease grade and N the number of total investigated plants",DI=[Ʃ(Ni × i)/(N × i)] × 100,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001122,VWDS30Idx_Cmp_pct,30 DAI VW index (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000001,Verticillium wilt disease severity,Biotic stress,Verticillium wilt disease severity is the percentage of relevant host tissues or organ covered by symptom or lesion or damaged by the disease. Severity results from the number and size of the lesions,,VWDS,,Plant,Verticillium wilt severity,,,CO_358:0000993,VWDS - Computation,Computation,"Verticillium wilt severity (or disease infection index) is calculated according to the formula: DI=[Ʃ(Ni × i)/(N × i)] × 100, Where i is the maximum disease grade, Ni, the number of plants with corresponding disease grade and N the number of total investigated plants",DI=[Ʃ(Ni × i)/(N × i)] × 100,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001123,VWDSFlwStgIdx_Cmp_pct,fstage VW index (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000001,Verticillium wilt disease severity,Biotic stress,Verticillium wilt disease severity is the percentage of relevant host tissues or organ covered by symptom or lesion or damaged by the disease. Severity results from the number and size of the lesions,,VWDS,,Plant,Verticillium wilt severity,,,CO_358:0000994,VWDS - Computation,Computation,"Verticillium wilt severity (or disease infection index) is calculated in flowering stage. the formula is: DI=[Ʃ(Ni × i)/(N × i)] × 100, Where i is the maximum disease grade, Ni, the number of plants with corresponding disease grade and N the number of total investigated plants",DI=[Ʃ(Ni × i)/(N × i)] × 100,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001124,VWDSMat_Cmp_pct,mstage VW index (%),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000001,Verticillium wilt disease severity,Biotic stress,Verticillium wilt disease severity is the percentage of relevant host tissues or organ covered by symptom or lesion or damaged by the disease. Severity results from the number and size of the lesions,,VWDS,,Plant,Verticillium wilt severity,,,CO_358:0000995,VWDS - Computation,Computation,"Verticillium wilt severity (or disease infection index) is calculated in plant mature stage. the formula is: DI=[Ʃ(Ni × i)/(N × i)] × 100, Where i is the maximum disease grade, Ni, the number of plants with corresponding disease grade and N the number of total investigated plants",DI=[Ʃ(Ni × i)/(N × i)] × 100,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001125,VWDSSdgIdx_Cmp_pct,sstage VW index (%),QTL evaluation,Seedling,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000001,Verticillium wilt disease severity,Biotic stress,Verticillium wilt disease severity is the percentage of relevant host tissues or organ covered by symptom or lesion or damaged by the disease. Severity results from the number and size of the lesions,,VWDS,,Plant,Verticillium wilt severity,,,CO_358:0000996,VWDS - Computation,Computation,"Verticillium wilt severity (or disease infection index) is calculated in seedling stage. the formula is: DI=[Ʃ(Ni × i)/(N × i)] × 100, Where i is the maximum disease grade, Ni, the number of plants with corresponding disease grade and N the number of total investigated plants",DI=[Ʃ(Ni × i)/(N × i)] × 100,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001126,BOR_Cmp_pct,boll open (%),Trial evaluation,Near the time of defoliation,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000130,Boll open rate,Phenological,Visually boll open rated near the time of defoliation,,BOR,,Boll,Open rate,,,CO_358:0000997,BOR - Computation,Computation,Visually boll open rated near the time of defoliation,BOR=100 x num of open bolls/num of total bolls,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0001127,FBNdL_Cmp_cm,FBNDL (cm),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000359,Fruit branch internode length,Agronomic,Calculated by dividing fruit branch length by fruit branch nodes,,FBNDL,,Branch,Internode length,,,CO_358:0000360,FBNDL - Computation,Measurement,Calculated by dividing fruit branch length by fruit branch nodes,,,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001128,FFBH_M_cm,first fruit branch position (cm),Germplasm/QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000374,First fruit branch position,Physiological,First fruiting branch position measured by height,,FFBH,,Branch,Position,,,CO_358:0000375,FFBH - Measurement,Measurement,Height of the first fruit branch in cm,,,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
